type,category,prompt
truth,Vocaloid,Which producer do you think has the best ability to evoke emotion through Vocaloid vocals?
truth,Vocaloid,How do you feel about the increasing amount of collaboration between Vocaloid producers and mainstream artists or producers?
truth,Vocaloid,"What’s your opinion on the rise of niche Vocaloid songs that stray from traditional genres, such as those influenced by industrial or experimental music?"
truth,Vocaloid,Which Vocaloid song do you consider a ‘perfect blend’ of the Vocaloid voice and human-like emotion?
truth,Vocaloid,Do you have a favorite producer who frequently uses a specific Vocaloid character for a certain genre or theme?
truth,Vocaloid,How do you feel about the portrayal of Vocaloids in music videos versus the more abstract or conceptual fan animations?
truth,Vocaloid,What’s your opinion on Vocaloid collaborations with artists from other music programs like UTAU or even AI-based singers?
truth,Vocaloid,What’s the most innovative Vocaloid project or album you’ve encountered in recent years?
truth,Vocaloid,How do you see the Vocaloid culture influencing new generations of digital music producers?
truth,Vocaloid,"Which Vocaloid voicebank do you think has the best balance of clarity and emotion, making it ideal for storytelling songs?"
truth,Vocaloid,"In your opinion, what’s the most impactful Vocaloid song that has yet to receive proper recognition within the community?"
truth,Vocaloid,"What are your thoughts on Vocaloid songs that tackle deep, complex themes, like mental health or existential struggles?"
truth,Vocaloid,Which Vocaloid song do you think is the most technically impressive in terms of production quality?
truth,Vocaloid,Do you prefer Vocaloid songs with a minimalist arrangement or complex orchestration?
truth,Vocaloid,How do you think Vocaloid’s presence in anime culture has influenced its success?
truth,Vocaloid,What’s your take on Vocaloid songs that experiment with unconventional time signatures or rhythm patterns?
truth,Vocaloid,Which Vocaloid character’s voice would you like to see get a major revamp or update in terms of voicebank capabilities?
truth,Vocaloid,Which Vocaloid producers do you think have the best ability to mix both emotional depth and upbeat rhythms?
truth,Vocaloid,Which Vocaloid voicebank do you think is best suited for rock or alternative music?
truth,Vocaloid,What’s your opinion on the rise of 'Vocaloid art' and its connection to the music culture?
truth,Vocaloid,"Do you think Vocaloid should continue being used predominantly for original songs, or should there be more focus on remixes and covers?"
truth,Vocaloid,What’s your opinion on the influence of Vocaloid on the electronic music scene?
truth,Vocaloid,Which Vocaloid producer’s music do you think is the most emotionally resonant?
truth,Vocaloid,How do you feel about the relationship between Vocaloid producers and their fans in the online community?
truth,Vocaloid,"Do you think that the Vocaloid fandom has become too commercialized, or has it remained true to its roots?"
truth,Vocaloid,What are your thoughts on the use of Vocaloid for creating songs in non-Japanese languages?
truth,Vocaloid,How do you think Vocaloid producers handle balancing the technical aspects of vocal synthesis with creative expression?
truth,Vocaloid,Which Vocaloid song do you think has the best combination of lyrical content and vocal delivery?
truth,Vocaloid,What’s your opinion on Vocaloid collaborations with non-Vocaloid producers or vocalists?
truth,Vocaloid,"How do you feel about the use of Vocaloid in video games, especially those featuring Vocaloid characters in a narrative capacity?"
truth,Vocaloid,What Vocaloid song has the most interesting or unique use of instrumental layering?
truth,Vocaloid,Which Vocaloid producers do you think are the most underrated in terms of their impact on the scene?
truth,Vocaloid,What’s your favorite Vocaloid cover of a non-Vocaloid song?
truth,Vocaloid,Do you think Vocaloid will eventually be replaced by more advanced artificial intelligence-based programs?
truth,Vocaloid,"What’s the most unique Vocaloid music video you've seen, and what stood out to you?"
truth,Vocaloid,Which Vocaloid character do you think is most suited to a gothic or dark aesthetic?
truth,Vocaloid,"Do you think there are certain genres of music that Vocaloid is particularly suited for, or is it more versatile than that?"
truth,Vocaloid,How do you feel about the resurgence of older Vocaloid songs being reinterpreted by newer producers?
truth,Vocaloid,What’s your opinion on Vocaloid songs that don’t follow traditional song structures (like the verses-chorus model)?
truth,Vocaloid,"How do you feel about the blending of Vocaloid with other virtual artists, such as Kizuna AI or Hatsune Miku’s crossover with other media?"
truth,Vocaloid,Do you think Vocaloid’s influence will grow stronger or fade over the next decade?
truth,Vocaloid,"What are your thoughts on Vocaloid producers who frequently release 'demo' versions of songs, giving fans a behind-the-scenes look at their process?"
truth,Vocaloid,"How do you feel about Vocaloid’s role in the wider internet culture, including memes and viral trends?"
truth,Vocaloid,"What’s your opinion on Vocaloid being used in more serious contexts, such as political commentary or social activism?"
truth,Vocaloid,Which Vocaloid character would you say has the most potential for future storytelling and character development?
truth,Vocaloid,"What’s your take on the increasing popularity of 'Vocaloid-like' characters and software, such as SynthV and UTAU?"
truth,Vocaloid,What’s your opinion on Vocaloid music being used in interactive experiences like VR concerts or gaming?
truth,Vocaloid,Which Vocaloid song do you think has the most unique blending of electronic and organic sounds?
truth,Vocaloid,"How do you feel about Vocaloid songs that are self-referential or meta, referencing Vocaloid culture or production techniques?"
truth,Vocaloid,Which Vocaloid character do you feel has the most distinctive style in terms of vocal tone or personality?
truth,Vocaloid,"How do you feel about the Vocaloid community’s dedication to maintaining a distinct 'Vocaloid' identity, even as it crosses into mainstream spaces?"
truth,Vocaloid,"Do you think Vocaloid songs are more relatable than mainstream pop songs, or do they serve a different purpose?"
truth,Vocaloid,"How do you feel about collaborations between Vocaloid producers and visual artists, especially in terms of album art and promotional material?"
truth,Vocaloid,"Do you think Vocaloid will ever be able to fully replicate the nuances of human emotion in music, or is there always a digital quality that sets it apart?"
truth,Vocaloid,"What’s the most memorable live Vocaloid performance you’ve seen, either in person or online?"
truth,Vocaloid,"Do you think the Vocaloid genre has outgrown its 'niche' origins, or is it still a subculture within the music industry?"
truth,Vocaloid,"How do you feel about the ongoing development of Vocaloid software, especially the possibility of more realistic and expressive voicebanks in the future?"
truth,Vocaloid,What’s the most creative use of Vocaloid you've seen in an art or media project beyond music?
truth,Vocaloid,"What’s the one Vocaloid song you wish you could experience for the first time again, hearing it with fresh ears?"
truth,Vocaloid,Do you think Vocaloid producers are more interested in pushing the boundaries of music or the technology behind the software?
truth,Vocaloid,"What’s your opinion on the evolution of Miku’s vocal characteristics over time, from initial releases to more recent updates?"
truth,Vocaloid,"Do you think Vocaloid music will remain a part of the larger music scene, or is it destined to stay in its own bubble?"
truth,Vocaloid,How do you feel about the level of 'celebrity' that some Vocaloid producers have attained over the years?
truth,Vocaloid,Which Vocaloid voicebank do you think is best suited for jazz or blues genres?
truth,Vocaloid,How do you feel about Vocaloid songs that have been heavily commercialized versus those that remain independent?
truth,Vocaloid,Which Vocaloid character’s voice do you feel has the most emotional range?
truth,Vocaloid,"What’s your opinion on Vocaloid remixes, and do you think they sometimes surpass the original in terms of quality?"
truth,Vocaloid,How do you think Vocaloid will influence future developments in AI-generated music?
truth,Vocaloid,Do you think there’s a growing influence of Vocaloid music in other media like films or TV shows?
truth,Vocaloid,Which Vocaloid producer’s style do you think has aged the best over the years?
truth,Vocaloid,What’s your favorite Vocaloid song that explores themes of fantasy or otherworldly concepts?
truth,Vocaloid,Do you think Vocaloid characters should evolve and develop personalities in the same way as anime or manga characters?
truth,Vocaloid,What’s the best way to introduce someone to Vocaloid music who is unfamiliar with it?
truth,Vocaloid,Which Vocaloid producer’s discography do you think has the most consistent quality throughout the years?
truth,Vocaloid,"What’s the most experimental Vocaloid track you’ve heard, and what made it stand out to you?"
truth,Vocaloid,How do you feel about the growing presence of Vocaloid music on platforms like Spotify and Apple Music?
truth,Vocaloid,Which Vocaloid song do you think represents the best example of a fusion between virtual and human creativity?
truth,Vocaloid,What do you think Vocaloid producers can do to ensure the music remains fresh and relevant in the future?
truth,Discord,What’s the funniest Discord server you’re part of?
truth,Discord,Have you ever been banned from a Discord server? What happened?
truth,Discord,What’s your favorite Discord bot?
truth,Discord,Do you prefer voice or text chat on Discord?
truth,Discord,What’s the best emoji to use on Discord?
truth,Discord,What’s your favorite Discord server channel?
truth,Discord,Do you have a favorite Discord role color?
truth,Discord,What’s your favorite Discord server meme?
truth,Discord,Have you ever had a funny situation happen in a voice channel?
truth,Discord,What’s the most active Discord server you’re part of?
truth,Discord,What’s your favorite feature on Discord?
truth,Discord,Do you ever use Discord Nitro? What’s your favorite perk?
truth,Discord,What’s the best way to deal with Discord drama?
truth,Discord,Have you ever made a custom emoji for a server?
truth,Discord,What’s the funniest conversation you’ve had in a Discord server?
truth,Discord,What’s the most creative thing you’ve seen someone do on Discord?
truth,Discord,What’s your favorite way to organize your Discord server channels?
truth,Discord,What’s your opinion on Discord’s server boosts?
truth,Discord,What’s the best voice chat game you’ve played on Discord?
truth,Discord,Do you prefer joining random servers or sticking to a few?
truth,Discord,What’s your favorite type of Discord server to be in?
truth,Discord,What’s the most toxic thing you’ve seen happen on Discord?
truth,Discord,What’s your favorite Discord server for gaming?
truth,Discord,Do you think Discord is better for gaming or just chatting?
truth,Discord,What’s the most active voice channel you’ve ever been in?
truth,Discord,What’s the longest you’ve ever stayed in a Discord call?
truth,Discord,Have you ever had a crazy experience in a public Discord server?
truth,Discord,What’s the most useful Discord bot you’ve used?
truth,Discord,Do you prefer dark mode or light mode on Discord?
truth,Discord,What’s your opinion on using Discord for studying?
truth,Discord,What’s your favorite Discord server theme?
truth,Discord,What’s the funniest custom emoji you've seen in a server?
truth,Discord,What’s the most chaotic moment you’ve witnessed in a voice channel?
truth,Discord,Have you ever found a hidden gem of a server that you absolutely love?
truth,Discord,"What’s your favorite text channel type (e.g., general chat, memes, music)?"
truth,Discord,"Do you prefer joining large Discord servers with lots of activity, or smaller, more intimate communities?"
truth,Discord,What’s the best game you’ve played in a voice channel with friends?
truth,Discord,How do you feel about servers that have strict rules or require a lot of approval to join?
truth,Discord,"Do you use Discord Nitro? If so, which perk do you enjoy the most?"
truth,Discord,What’s the most creative use of server roles you’ve seen?
truth,Discord,Have you ever discovered a Discord bot that completely changed your experience on the platform?
truth,Discord,What’s the best server for discovering new music or content?
truth,Discord,"What’s your favorite type of voice channel game (e.g., trivia, Pictionary, Mafia)?"
truth,Discord,"Do you find the use of bots in servers mostly helpful, or do they get in the way?"
truth,Discord,Have you ever joined a voice channel during a meme or trend takeover? What was that like?
truth,Discord,What’s your favorite kind of server for chatting or just hanging out with friends?
truth,Discord,What’s the longest time you've ever stayed in a single Discord call?
truth,Discord,How do you feel about the level of customization available for Discord servers? Do you wish there was more?
truth,Discord,Do you prefer servers with more structured conversations or those with free-for-all chats?
truth,Discord,"What’s your opinion on servers that have a ""no ping"" policy to prevent constant notifications?"
truth,Discord,What’s the most unexpected server feature you’ve found useful?
truth,Discord,How do you stay engaged with larger servers where the chat moves too fast to keep up?
truth,Discord,What’s your opinion on servers where there’s a lot of role-playing or themed channels?
truth,Discord,"Do you like when servers have in-server games, or do you prefer to use external platforms?"
truth,Discord,What’s the best server event you’ve participated in? What made it fun?
truth,Discord,What’s the most helpful Discord feature that you wish more people knew about?
truth,Discord,Have you ever used Discord for work or school purposes? What was that like?
truth,Discord,"Do you prefer smaller niche servers or broader, general interest servers?"
truth,Discord,What’s your strategy for organizing your server list in Discord?
truth,Discord,What’s the funniest or most random thing you’ve seen posted in a public Discord server?
truth,Discord,Do you like the new Discord features for boosting servers? Why or why not?
truth,Discord,What’s your favorite type of Discord meme? What makes it stand out?
truth,Discord,What do you think about Discord’s notification system? Do you find it overwhelming or helpful?
truth,Discord,What’s the most creative server theme you’ve ever seen?
truth,Discord,"Do you prefer a relaxed, laid-back server environment or one with high energy?"
truth,Discord,How do you feel about public servers that allow anyone to post images or videos?
truth,Discord,What’s the most unexpected thing you’ve learned through a Discord conversation?
truth,Discord,What’s the most fun you’ve had in a Discord server that wasn’t centered around gaming?
truth,Discord,Do you ever get involved in server collaborations or challenges with other users?
truth,Discord,What’s your opinion on voice channel-based events like karaoke or talent shows?
truth,Discord,Have you ever come across a server where the community felt like a second family? What made it special?
truth,Discord,What’s your approach to managing server invites – do you try to stick to a few close-knit communities or join as many as possible?
truth,Discord,How do you feel about Discord’s integration with streaming services like Spotify and Twitch?
truth,Discord,Do you have any tips for keeping your Discord notifications organized and under control?
truth,Discord,What’s the most interesting discussion you’ve seen in a text channel recently?
truth,Discord,"Do you like to explore new servers, or do you prefer sticking with your go-to communities?"
truth,Discord,What’s your favorite feature that helps you find new servers to join?
truth,Discord,Do you ever mute servers or channels? What’s your process for managing notifications?
truth,Discord,How do you decide whether to stick around in a server or leave?
truth,Discord,What’s the best non-gaming activity you've participated in on Discord?
truth,Discord,"What’s your opinion on the use of memes in channels? Are they welcome, or should they be kept to a minimum?"
truth,Discord,How do you feel about servers where users post a lot of off-topic content?
truth,Discord,What’s the best voice chat experience you’ve had with people you’ve never met before?
truth,Discord,Do you think Discord has impacted the way you make friends online? In what way?
truth,Discord,What’s the most important feature a Discord server needs to have to keep you coming back?
truth,Discord,Do you ever take part in server-wide challenges or competitions? How do you feel about them?
truth,Discord,"How do you feel about public servers versus private, invite-only ones?"
truth,Discord,What’s your favorite Discord channel topic or theme?
truth,Discord,Have you ever joined a server based on a shared interest and ended up learning a lot from the community?
truth,Discord,How do you feel about the new way Discord handles permissions and roles? Does it make your experience easier?
truth,Discord,What’s the most fun you’ve had while participating in a server event?
truth,Discord,What’s your opinion on community-run events like charity fundraisers or giveaways on Discord?
truth,Discord,"What’s the weirdest Discord server role you’ve seen, and what did it do?"
truth,Discord,Do you have any Discord habits that you’ve picked up over time?
truth,Discord,What’s the best voice channel icebreaker you’ve seen in action?
truth,Discord,What’s the most interesting or niche server you’ve discovered recently?
truth,Discord,Do you feel like Discord’s UI is user-friendly? Or are there features you’d like to see improved?
truth,Discord,What’s the best way to make new friends or meet interesting people on Discord?
truth,Discord,"How do you feel about large servers with too many people versus smaller, more close-knit communities?"
truth,Discord,What’s your favorite non-moderator role to have in a server?
truth,Discord,What’s the funniest thing you’ve ever seen posted in a Discord meme channel?
truth,Discord,What’s your opinion on server-wide announcements or event reminders on Discord?
truth,Discord,What kind of custom bots do you find most useful in the servers you’re in?
truth,Discord,Have you ever joined a Discord server just because a friend invited you? Did you end up staying?
truth,Discord,What’s the best Discord feature you’ve discovered by accident?
truth,Discord,"How do you feel about the level of customization in server themes, colors, and emojis?"
truth,Discord,What’s the most creative use of a Discord voice channel you’ve seen?
truth,Discord,How do you feel about public announcements in Discord servers? Do you prefer them to be frequent or more sparse?
truth,Discord,What’s your strategy for finding the best voice channels to join in a crowded server?
truth,Discord,Do you feel Discord's notification settings allow for good control of what you get pinged for?
truth,Discord,What’s the best Discord tip or trick you’ve learned from a friend?
dare,IRL,Dance to a song for 1 minute.
dare,IRL,Do 20 jumping jacks.
dare,IRL,Post a funny selfie on social media.
dare,IRL,Try to touch your toes for 1 minute.
dare,IRL,Call a friend and sing Happy Birthday to them.
dare,IRL,Pretend you're a famous actor and deliver a dramatic monologue.
dare,IRL,"Write a poem using only 3 words: love, happy, and today."
dare,IRL,Do your best impression of a popular character.
dare,IRL,Spend 5 minutes doing a random activity you've never tried before.
dare,IRL,Do 5 push-ups and 5 sit-ups.
dare,IRL,Try to juggle 3 objects for 30 seconds.
dare,IRL,Draw a picture with your non-dominant hand.
dare,IRL,Talk in a foreign accent for 10 minutes.
dare,IRL,Do 10 squats while holding your phone in the air.
dare,IRL,Create a funny dance move and teach it to someone.
dare,IRL,Make a sandwich and take a picture of it.
dare,IRL,Do 5 cartwheels in a row.
dare,IRL,Pretend you're a news anchor and give a report about your day.
dare,IRL,Give yourself a DIY manicure/pedicure.
dare,IRL,Run around the house three times.
dare,IRL,Eat something without using your hands.
dare,IRL,Take a nap for 10 minutes.
dare,IRL,Sing your favorite song loudly in your room.
dare,IRL,Try to stand on one leg for 1 minute.
dare,IRL,Do a 2-minute plank.
dare,IRL,Try balancing a spoon on your nose for 30 seconds.
dare,IRL,Set a timer and do 20 push-ups before it goes off.
dare,IRL,Create a funny character and perform a 1-minute sketch.
dare,IRL,Pretend to be a robot for 2 minutes.
dare,IRL,Record a 30-second video of you talking about your favorite hobby.
dare,IRL,Try to solve a Rubik's cube in under 5 minutes.
dare,IRL,Write a letter to your future self.
dare,IRL,Try to touch your nose with your tongue.
dare,IRL,Spend 5 minutes doing an impromptu speech about your day.
dare,IRL,Pretend to be a waiter/waitress and take an imaginary order.
dare,IRL,Create a playlist of songs you’ve never listened to before.
dare,IRL,Do a mini photo shoot with random objects.
dare,IRL,Give yourself a mini makeover.
dare,IRL,Try doing the splits (without pushing it).
dare,IRL,Make a paper airplane and see how far it flies.
dare,IRL,Challenge yourself to memorize a poem or quote.
dare,IRL,Rearrange your room while blindfolded.
dare,IRL,Give a motivational speech to your pet.
dare,IRL,Take a picture of your favorite item in your room.
dare,IRL,Pretend you're a famous artist and create a masterpiece.
dare,IRL,Do 20 high knees in place.
dare,IRL,Create a vision board using magazines or Pinterest.
dare,IRL,Try learning a new word and use it 5 times in a sentence.
dare,IRL,Watch a movie from the 90s and make commentary.
dare,IRL,Try to balance a book on your head for 1 minute.
dare,IRL,Teach your pet a new trick (or try to).
dare,IRL,Do an impression of someone you know for 1 minute.
dare,IRL,Write a haiku about your current mood.
dare,IRL,Take a walk and collect 10 interesting items.
dare,IRL,Write a letter to your best friend.
dare,IRL,Do your best impression of a cat for 1 minute.
dare,IRL,Rearrange your bookshelf alphabetically.
dare,IRL,Do a silly walk for 2 minutes.
dare,IRL,Try to say the alphabet backward.
dare,IRL,Try to sing a song you don’t know the lyrics to.
dare,IRL,Do an impression of a celebrity for 1 minute.
dare,IRL,Write a short story in under 10 minutes.
dare,IRL,Try to count to 100 in a foreign language.
dare,IRL,Do 10 burpees.
dare,IRL,Do a dramatic reading of a random text message.
dare,IRL,Invent a new dance move and name it.
dare,IRL,Spend 5 minutes practicing a new skill.
dare,IRL,Try balancing a book on your head while walking.
dare,IRL,Sing a song but replace all the lyrics with 'banana'.
dare,IRL,Try to hula hoop for 2 minutes.
dare,IRL,Create a small sculpture with clay or dough.
dare,IRL,Do a 30-second happy dance.
dare,IRL,Find 5 things in your house that are red.
dare,IRL,Take a picture with something from your childhood.
dare,IRL,Try to imitate a farm animal's noise.
dare,IRL,Make a snack that you’ve never tried before.
dare,IRL,Do a yoga pose and hold it for 1 minute.
dare,IRL,Do a random dance in front of a mirror.
dare,IRL,Call a friend and tell them a joke.
dare,IRL,Pretend you’re an astronaut landing on Earth.
dare,IRL,Write a diary entry about a funny incident from your day.
dare,IRL,Do 15 jumping jacks with your eyes closed.
dare,IRL,Try drawing a picture with your eyes closed.
dare,IRL,Walk around the room like a penguin.
dare,IRL,Make a funny face and hold it for 30 seconds.
dare,IRL,Spend 5 minutes rearranging your furniture.
dare,IRL,Try to imitate an animal for 1 minute.
dare,IRL,Make a mini obstacle course and race through it.
dare,IRL,Create a new handshake with a friend.
dare,IRL,Pretend to be a superhero for 5 minutes.
dare,IRL,Take 10 steps backward while balancing a book on your head.
dare,IRL,Read a poem out loud in a silly voice.
dare,IRL,Take a selfie while making your funniest face.
dare,IRL,Write a joke and share it with someone.
dare,IRL,Do a cartwheel in the yard.
dare,IRL,Try to make a perfect paper airplane.
dare,IRL,Pretend to be a chef and talk about your favorite recipe.
dare,IRL,Do 10 push-ups on your knees.
dare,IRL,Create a funny slogan for your day.
dare,IRL,Do a dramatic slow-motion walk for 30 seconds.
dare,IRL,Write a secret message using only emojis.
dare,IRL,Make a funny hat out of paper and wear it.
dare,IRL,Find something that makes you laugh and share it.
dare,IRL,Do a 1-minute handstand against the wall.
dare,IRL,Do a 5-minute stretching routine.
dare,IRL,Create an Instagram post as if you were a fashion blogger.
dare,IRL,Record a video of yourself giving a tutorial on something random.
dare,IRL,Do 10 sit-ups while singing a song.
dare,IRL,Write your name with your foot.
dare,IRL,Pretend you're a famous movie director and narrate a scene.
dare,IRL,Do a silly dance and record it.
dare,IRL,Record a 30-second video of you doing a funny impression.
dare,IRL,Do 15 squats while holding your phone in the air.
dare,IRL,Pretend to be a character from a TV show for 1 minute.
dare,IRL,Do 10 push-ups with a twist (clap after each one).
dare,Discord,Change your nickname to something silly for the next hour.
dare,Discord,Post a funny meme in the general chat.
dare,Discord,Send a message using only emojis for 10 minutes.
dare,Discord,Spam a random song lyric in the chat.
dare,Discord,Type a sentence in reverse and make someone decode it.
dare,Discord,Create a custom emoji and send it in the chat.
dare,Discord,Send a random GIF in the chat every minute for 5 minutes.
dare,Discord,Challenge someone to a meme battle.
dare,Discord,Send a message pretending you're a bot.
dare,Discord,Make a poll with silly options and share it.
dare,Discord,Change your status to something cryptic.
dare,Discord,Send a joke that nobody will understand.
dare,Discord,Share a random fact that’s completely useless.
dare,Discord,Change your profile picture to a silly meme.
dare,Discord,Start a random text adventure game in chat.
dare,Discord,Pretend you’re a mod and give fake instructions.
dare,Discord,Do your best robot impression in the voice chat.
dare,Discord,Start typing a message and stop mid-sentence for suspense.
dare,Discord,Set your nickname to something completely random.
dare,Discord,Post an image with no context.
dare,Discord,Try to guess someone's favorite color and type it in the chat.
dare,Discord,Do your best meme impression and post it in chat.
dare,Discord,Send a funny quote from a movie you like.
dare,Discord,Create a fake Discord server announcement and post it.
dare,Discord,Make a new emoji that’s entirely random.
dare,Discord,Post a random animal fact in the chat.
dare,Discord,Say random words every 10 seconds in chat.
dare,Discord,Create a new Discord server and invite everyone.
dare,Discord,Start a new conversation but don't reply for 30 minutes.
dare,Discord,Change your nickname to a food item for the day.
dare,Discord,Post a funny photo of your pet (real or imaginary).
dare,Discord,Spam the 'punishment' command on a bot.
dare,Discord,Reply to everything with a random meme.
dare,Discord,Invite people to your private voice channel for no reason.
dare,Discord,Start a countdown for no reason at all.
dare,Discord,Type a message in a mix of caps and lowercase.
dare,Discord,Tag everyone for no reason at all.
dare,Discord,Send a message with only ASCII art.
dare,Discord,Post a random string of numbers and letters.
dare,Discord,Pretend you're a bot and respond to everything as if you’re one.
dare,Discord,Make a funny announcement using Discord's embed system.
dare,Discord,Act like you're a mod and give everyone orders.
dare,Discord,Tag a random person with no context.
dare,Discord,Play a random soundboard clip in voice chat.
dare,Discord,Start a conversation with an inside joke and don’t explain it.
dare,Discord,Give someone a compliment in a ridiculously over-the-top manner.
dare,Discord,Start a random game in the chat for no reason.
dare,Discord,Create a new nickname for someone.
dare,Discord,Give everyone a random 'nickname' for a day.
dare,Discord,Start a voting poll about something super random.
dare,Discord,Post a random trivia question in chat.
dare,Discord,Change your profile picture to something super embarrassing.
dare,Discord,Create a meme on the fly and post it in chat.
dare,Discord,Send a voice message doing a funny accent.
dare,Discord,Pretend to be a Discord bot and respond with generic replies.
dare,Discord,Send an emoji only message to someone.
dare,Discord,Do an impression of a meme character in voice chat.
dare,Discord,Send a video of you doing a funny dance.
dare,Discord,Post a riddle in the chat.
dare,Discord,Send a random YouTube link to a song.
dare,Discord,Tag a random group of people with a question like 'Who’s your favorite superhero?'.
dare,Discord,Start a poll about who’s the best animal.
dare,Discord,Respond to someone in cryptic riddles.
dare,Discord,Create a list of impossible things to do and post it.
dare,Discord,Post an odd gif with no explanation.
dare,Relationship,"Send a cute text to your partner or crush, just because."
dare,Relationship,Compliment your partner or crush on something you’ve never mentioned before.
dare,Relationship,Send a romantic meme to your significant other or crush.
dare,Relationship,Plan a surprise date night for your partner or crush.
dare,Relationship,Write a sweet message to your partner or crush just because.
dare,Relationship,Give your partner or crush a compliment you know they will love.
dare,Relationship,"Share a memory with your partner, crush, or BFF that makes you smile."
dare,Relationship,"Send a message to your partner, crush, or BFF about a quality you admire in them."
dare,Relationship,Ask your partner or crush what their dream date is.
dare,Relationship,"Give your partner, crush, or BFF a virtual hug."
dare,Relationship,"Send a picture of a place you want to visit with your partner, crush, or BFF."
dare,Relationship,"Write a message to your partner, crush, or BFF about why you're grateful for them."
dare,Relationship,"Share a silly joke with your partner, crush, or BFF."
dare,Relationship,"Plan a special surprise for your partner, crush, or BFF for the weekend."
dare,Relationship,"Send a song to your partner, crush, or BFF that reminds you of them."
dare,Relationship,"Write a list of 5 things you love about your partner, crush, or BFF."
dare,Relationship,"Ask your partner, crush, or BFF what their ideal vacation looks like."
dare,Relationship,"Send your partner, crush, or BFF a random text just to say ‘I love you.’"
dare,Relationship,"Tell your partner, crush, or BFF how proud you are of them."
dare,Relationship,"Send a picture of something you want to do together with your partner, crush, or BFF."
dare,Relationship,"Tell your partner, crush, or BFF one of the happiest moments you’ve had together."
dare,Relationship,"Record a voice message telling your partner, crush, or BFF you miss them."
dare,Relationship,"Send your partner, crush, or BFF a cute emoji or sticker."
dare,Relationship,Plan a virtual date with your partner or crush.
dare,Relationship,"Ask your partner, crush, or BFF what their favorite memory with you is."
dare,Relationship,"Make a list of things you both want to try together with your partner, crush, or BFF."
dare,Relationship,"Surprise your partner, crush, or BFF with a thoughtful text."
dare,Relationship,"Tell your partner, crush, or BFF something you appreciate about them."
dare,Relationship,"Send a picture of something you want to share with your partner, crush, or BFF."
dare,Relationship,"Write a short poem about your relationship with your partner, crush, or BFF."
dare,Relationship,"Send a quote to your partner, crush, or BFF that reminds you of your relationship."
dare,Relationship,"Tell your partner, crush, or BFF one thing you’d love to do together in the future."
dare,Relationship,"Send a photo of a favorite shared memory with your partner, crush, or BFF."
dare,Relationship,"Share a funny moment from your relationship with your partner, crush, or BFF."
dare,Relationship,"Send a loving message to your partner, crush, or BFF about something small they did today."
dare,Relationship,"Do something thoughtful for your partner, crush, or BFF, even if it’s just a small gesture."
dare,Relationship,"Ask your partner, crush, or BFF about their favorite place to go on a date."
dare,Relationship,"Do something special for your partner, crush, or BFF just because you care."
dare,Relationship,"Send a message saying how lucky you are to have your partner, crush, or BFF."
dare,Relationship,"Talk about a shared goal or dream you want to achieve together with your partner, crush, or BFF."
dare,Relationship,"Share a video of something you did together with your partner, crush, or BFF."
dare,Relationship,"Tell your partner, crush, or BFF one thing they do that always makes you smile."
dare,Relationship,"Ask your partner, crush, or BFF what their favorite type of affection is."
dare,Relationship,"Make a surprise video call to your partner, crush, or BFF."
dare,Relationship,"Compliment your partner’s, crush’s, or BFF’s smile."
dare,Relationship,"Share a funny memory from your relationship with your partner, crush, or BFF."
dare,Funny,"Sing a song loudly, even if you’re bad at it."
dare,Funny,Dance like nobody is watching.
dare,Funny,Do an impersonation of your favorite celebrity.
dare,Funny,Tell a funny joke.
dare,Funny,Create a silly dance move and teach it to someone.
dare,Funny,Act out a random scene from a movie.
dare,Funny,Record yourself laughing for 30 seconds.
dare,Funny,Draw a silly doodle and share it.
dare,Funny,Pretend to be a news reporter and give a random report.
dare,Funny,Talk in a high-pitched voice for 5 minutes.
dare,Funny,Start a random conversation in the group chat.
dare,Funny,Send a random emoji in the chat and see who responds.
dare,Funny,Do a dramatic reading of a children's book.
dare,Funny,Send a voice note singing a song.
dare,Funny,Create a funny face with only your face in the mirror.
dare,Funny,Create a challenge for your friends to do.
dare,Funny,Start a game of 'Would You Rather' and pick fun options.
dare,Funny,Try to speak in rhymes for 10 minutes.
dare,Funny,Read a tongue twister out loud.
dare,Funny,Make a paper airplane and see how far it flies.
dare,Funny,Do a dramatic impression of someone you know.
dare,Funny,Make a silly face and send it in the group chat.
dare,Funny,Do a cartwheel if you can.
dare,Funny,Make a silly TikTok video with a fun dance.
dare,Funny,Act like a monkey for 1 minute.
dare,Funny,Do 10 jumping jacks and scream after each one.
dare,Funny,Make up a new word and try to get others to use it.
dare,Funny,Pretend to be a chef and describe how to make a random dish.
dare,Funny,Wear socks on your hands for 10 minutes.
dare,Funny,Dance like nobody’s watching for 3 minutes.
dare,Funny,Take a selfie with your silliest face.
dare,Funny,Start a random trivia question.
dare,Funny,Draw a random object with your eyes closed.
dare,Funny,Create a funny slogan for your day.
dare,Funny,Do your best impression of a farm animal.
dare,Funny,Pick a random movie and create a 5-minute skit about it.
dare,Funny,Create a challenge where others need to guess what you’re doing.
dare,Funny,Do a funny walk for 1 minute.
dare,Funny,Do a random act of kindness.
dare,Funny,Create a meme using a picture of yourself.
dare,Funny,Try to solve a riddle out loud.
dare,Funny,Give yourself a fun nickname for the day.
dare,Funny,Start a random challenge with your friends.
